Review,Varietal
"Baccinetti Rosso di Montalcino is very likely to be one of our best values from Tuscany this year. It far exceeds its price and delivers a level of complexity and depth of fruit we don't normally find at $15. Thanks to the 2015 vintage, this wine has all of its usual irresistible features of spiced red fruits, sandalwood and forest floor yet with greater weight and concentration on the palate. It's a real sleeper pick from one of our favorite Montalcino families.
",Sangiovese
"We've gotten in another amazing vintage of Baccinetti Rosso! This small winery is one of K&L's favorites in Montalcino, and for good reason. Add to the high quality of the wine making an almost flawless growing season and vintage in 2015, and you have a recipe for excellence! The wine has generous fruit, but is well balanced by the classic structure and earthy/sandalwood notes of the region. You could certainly enjoy this wine now, but if you forget about it in your cellar for a couple of years, you won't be sorry!
",Sangiovese
"2015 was by all accounts an exceptional vintage in Montalcino. The Brunellos may very well come to rival the unprecedented 2010 vintage. The only problem is you won’t be able to find them on store shelves until 2020. However, the 2015 Rossos are in stores now, offering a delicious sneak peak at the 2015 vintage, and at a much lower price than you will eventually pay for the ’15 Brunellos. The 2015 Baccinetti ""La Saporoia"" Rosso di Montalcino offers a classic expression of the Sangiovese grape. Savory notes of leather and spice on the nose. On the palate, bright red fruits with hints of morello cherry. Excellent ripeness with good concentration. Firm, fine tannins. Direct import pricing makes this an excellent value.
",Sangiovese
"About a year ago, I made the profound decision that with this great vintage {2015} of Rossos and Brunellos coming from Montalcino I would buy in small lots {i.e., 3 to 4 bottles each} of those wines that I really liked the best due to the fact that I am sitting on over 200 cases of wine in my wine room and do not have that much space left. Welllllll, it began that way with some of early arriving Rossos and would have continued that way, until this Gem arrived from Baccinetti. Okay, I will buy six bottles of this beauty, I said to myself, before I broke down and ended up buying a case. Medium-deep ruby in color, the opulent, flashy nose is loaded with wild black cherry to forest floor to spicy anise characteristics with undertones of cedar and clove-like herbal notes. Broad and lush across the palate, this amazingly complex, deeply flavored, well-structured, yet balanced though powerful declassified Brunello is a stunning wine that shows well now, but will age easily (which I plan to do) for another ten-plus years. Rusty has told me to bring home at least another case, maybe two, of this exceptional Gem, which I think I will. A PHENOMENAL VALUE!!!  …..A K&L WINE MERCHANTS’ DIRECT IMPORT….. ***** 14.5% ABV *****
",Sangiovese
"It's back--but for how long? When K&L introduced this producer to you last year, everyone who bought a bottle came back for quantities and it sold out quickly. This 2015 will be no exception. This wine is full of ripe Sangiovese fruit, plum, spicy blackberry, and cassis with cocoa powder, coating the palate with a little Tuscan dust on the finish of this full-bodied wine that is showing great acidity and very well-balanced tannins.
",Sangiovese
"The nose of this wine is full of sandalwood, wild cherry liqueur and wild Tuscan brush that are bold statements bursting from the glass. On the palate this is a big, rich wine with a luxurious feel, fine grain tannic structure yet still has excellent balance. The finish shows a powerful structure that is enveloped in a muscular body; the long axis lifts in the finish and lengthens the wine. This is a powerful wine for the price point and perfect for grilled meats, especially Italian sausage or your favorite pasta's flavor will be emboldened by pairing with this wine's amazing depth of flavor. For the locals... this is Catzilla, you'll know what we mean when you see the label! The 2015 Rosso di Montalcino are excellent, an outstanding vintage with a real insight to the upcoming vintage for Brunello di Montalcino.
",Sangiovese
"The wine is full of ripe Sangiovese fruit, plum, spicy blackberry, and cassis with coco powder that coat the palate with a little Tuscan dust on the finish of this Full-body wine that is showing great acidity and very well balanced tannins. Think Moms best lasagna recipe or better yet, a good friend and some pecorino.
",Sangiovese
"The historic Argiano estate has undergone a good amount of renovation of late as a result of a more recent change in ownership. The new caretakers have achieved an impressive level of refinement throughout their wines and the 2015 Rosso stands out. Warm and juicy red fruit, fully ripe tannins and a delicious lingering finish make it irresistible. This showcases Sangiovese and more specifically, the outstanding 2015 vintage.
",Sangiovese
"2015 Rosso di Montalcinos are not a vintage to miss, many even say it is the ""next 2010."" So while waiting for the 2015 Brunellos to come in, the Rossos are excellent to enjoy. The dry wood, spice and crushed cherry aromas of the Argiano jump out of the glass right after pouring. The palate is flavorful and structured with powerful dense fruit flavors. While you can enjoy this wine tonight, it can also spend some quality time in your cellar as you drink them over the next few years until the Brunellos are released!
",Sangiovese
"The nose of this wine is smoky, earthy spiced with aromatic plums, but more red plums than dark plums. The body shows lushness, supple warmth, yet without being fat, it is just textured, Argiano is in the western portion of Montalcino and has sun-kissed glow to its feel. The flavors show a bit of earth, spice, leather that combine with the smoky, spiciness, the red plums come in at the end and drive those into a more singular flavor. The finish shows Sangiovese’s long, natural structure and in a great vintage like 2015 where everything lines up you can get quite the show. Balanced, complex, texturally supple with a long finish this is a really good wine that’s going to age for another 5-10 years.
",Sangiovese
"Great value wine from a celebrated producer! This Rosso manages to balance drinkability, classic favors, and complexity all at once; very savory with a gentle depth, woody spice, and just the right amount of fruit.
",Sangiovese
"Tenuta di Sesta 2015 Rosso di Montalcino (along with Baccinetti Rosso) is one of the best deals going in our Italian section.  It's as pure of an expression of Sangiovese as you're likely to come across at this price and akin to the ""gift that keeps on giving."" It's already flying off the sales floor so we don't expect the supply to last long. Simply delicious.
",Sangiovese
"This Rosso was aged for one year in 20hl Slovenian oak barrels and unites the imposing structure of Brunello with the freshness and vivacity of a young wine; classic ripe strawberries, cherry-cola, and cranberry with a hint of leather and spice on the finish. This can be drunk young, but will evolve over the next couple of years. WARNING! This is one of those wines that will make you think: how did that bottle empty itself?
",Sangiovese
"This  2012 Fontalloro is 100% Sangiovese sourced from few different  vineyards and is simply beautiful. The opulent, forward fruit that is typical of the year is present, but a firm sense of structure keeps things from going over the top. If that sounds appealing you’ll love this wine. Dark red fruit, flowers, minerals and spices come together beautifully and with 2012 structure should age very well, tough to keep your hands off this wine.
",Sangiovese
"I was first introduced to this wine in the previous vintage and was excited to get to taste it again in the 2012 vintage. It did not disappoint at all, in fact for something to drink sooner rather than later I prefer the 2012. There is still the spectacular richness and depth that I tasted in 2011, but this vintage offers up more richness, fruit, and roundness. Dark cherry and currant in the nose lead to a big supple wine with some savory herb and dusty notes. In short this is a wine that is delicious right now and deserves to be picked up and enjoyed.
",Sangiovese
"This boasts a deep ruby/purple color, lots of black cherries, raspberries, and currants with hints spice, Tuscan dust and minerals. There is a great texture on this full- bodied wine; it has a long, authoritative finish that combines power with elegance. I would drink this now and over the next couple of years.
",Sangiovese
"The Super Tuscan category is a great place to look for value these days and Felsina produces one of the finest Sangiovese based wines in the zone. Their 'Fontalloro' is a selection of high and low altitude fruit that weds the best characteristics of Sangiovese. That, coupled with the warmth of the 2011 vintage, make this exceptional to drink now or hold for a few years. It's surprisingly fresh for the vintage and brimming with ripe, flavorful and densly packed fruit. We're glad we went long on this one.
",Sangiovese
"The nose of this wine is gorgeous; it shows a bit more ripeness, more dark plum, cocoa with bits of dried flower. On the palate this wine has the richness that one would expect  from a warmer vintage like 2011 but this isn’t a wine that is over-ripe at all, it just gives it a bit more flesh and breadth and there is a silky presence on the palate. The flavors are deep, chocolaty with delicate hints of barrel spice; Fontalloro only goes in second year barrique, followed by bits of earth, leather and cigar ash.  This wine has structure, it’s just not a flaccid fruit bomb it has tannin, power and a long life ahead of it.
",Sangiovese
"Beautiful Sangiovese that remarkably can either be enjoyed now or placed in a cellar for a few years. In 2011 the ripeness of the vintage lead to beautiful easy to enjoy friendly wines that are not necessarily the ones to lay down, but the restraint and elegance shown by the Fontalloro allows this bottling to do a bit of both. Lovely red fruit with savory herb, licorice, and chocolate are matched by long tannins with plenty of acid to help give the wine structure and length. While there is a density to the wine it stills pulls off being fresh and energetic, truly a great find.
",Sangiovese
"Savory red fruit, dried herbs, mocha and leather are the hallmarks of this wine.  Great restraint and length here as well, especially considering how hot 2011 was in Tuscany.  It's a vintage that demands some selectivity, depending on what characteristics you gravitate towards.  With a few years of bottle age on it already, the wine still has plenty left in the tank.  Ten years at least in my opinion.  There is no shortage of price to value ratio here - a true drink or hold.
",Sangiovese
"Produced for nearly three decades, Fontalloro remains one of the reference-point examples of pure Sangiovese, and one of the few that you can still find for such an immensely reasonable price considering its pedigree.  On the nose it is textbook Sangiovese all the way with strawberry, licorice, and a touch of vanilla and leather.  Superb purity on the palate, it has a core of bright red cherry, red plum, and mouthwatering acidity that sustains a clean and lingering finish.  It is texturally seamless and barely showing any age at all approaching six years from the vintage.  All of these pieces culminate in a wine that will age gracefully for the next fifteen-plus years (although even as a pop-and-pour right now it is extremely dynamic and rewarding).  A superb vintage of Fontalloro.
",Sangiovese
"The tough, rainy vintage of 2014 kept vineyard caretakers busy and all their hard work paid off with this aromatic Super Tuscan. The nose lifts with fresh red fruit and wild flowers. While I can't compare to previous vintages, the 2014 is full bodied with amiable tannin structure and a bold finish. The mouthwatering acidity wasn't washed away by the rain and keeps the wine fresh on the palate. I could definitely see putting this wine down for a few years or enjoying it tonight with a flavorful dinner!
",Sangiovese
"Made of mostly Sangiovese with Cabernet Franc and Cabernet Sauvignon, the nose is classic ripe cherries and strawberries and a hint of coco powder. On the palate of this full-bodied wine, you will find the fruit describe above with a touch of minerals and soft tannins, which gives this wine a very lush feel to the palate and has an incredible long finish. This wine was a HUGE hit at my last consumer tasting in S/F .
",Sangiovese
"The nose is full of a dense, savory cassis like blend of fruit and earth, coupled with hints of leather, earth and a bit of baking spice. On the palate the wine has a long, linear feel to it, it still shows good weight on the mid-palate but its linear axis is dominant. The flavors show persistence and are a complex blend of savory fruit, earth that are aligned with the super fine grain tannic structure. This wine is truly elegant but not in a flimsy, simple, light way it has depth but it shows more restraint than overt boldness. An excellent choice of Filet Mignon.
",Sangiovese
"Behold the mighty Super Tuscan! With all the earthiness of a traditional Chianti and the rich, smoky profile and dense fruit of a Cabernet, comes the Tignanello from Antinori. This wine seems to bloom on the palate, with lush tarry flavors and aromas of tobacco, black cherry and tamarind. Aged in barriques and the first of its kind, this spectacular wine is a blend of Sangiovese, Cabernet Sauvignon and Cabernet Franc.
",Sangiovese
"This is exactly what I want in a Chianti: Bright fruit flavors driven by lively acidity, slightly grippy tannins, a hint of earth and a real affinity for food, particularly savory and salty things: anything topped with grana padano cheese, charcuterie, grilled sausages. I believe this is one of the more satisfying Chianti's we have featured in a while - molto tipico y delicioso!
",Sangiovese
"It makes me hungry just thinking about how perfectly this gorgeous Chianti will pair with food.  Serious structure well-balanced by dark berry fruit, the harmonious 2015 Casaloste is a crowd pleasing red with depth: its rich palate restrained by earthier, almost savory herbal notes, with solid tannins on the finish.  Plus it’s barely twenty bucks and it even has points – mangia!
",Sangiovese
"I hate to admit, I'm the guy who steers people away from basic Chiantis unless it's from one of my favorite producers - Rocca di Montegrossi, Fontodi or Felsina.  I'm a sucker for northern and southern Italian reds and often find mid-tier Chianti a little lacking.  You usually have to go up market to get something really special and complex.  But here is something that delivers gorgeous Chianti flavors at a price that makes it an upstart to some of the bigger boy wines from one of those other producers I mentioned.  Detailed and utterly pleasing, the Casaloste has flavors of ripe cherry, raspberry, savory spices and hints of floral fruits.  There's a touch of back bone here in the structure that says, I'm good to rest for a few years or drink me with a big plate of bolognese.  Utterly sophisticated and pleasing, I could easily see, Casaloste joining the ranks of my other favorite producers if they keep delivering wines at this quality.
",Sangiovese
"This is bold, dark and structured with earth and mineral tones streaking through the deeply fruited middle.  Traces of cocoa and oak add aromatic complexity and flavor but the ripe tannins beg for hearty food.  Bring on the chicken cacciatore or eggplant parmigiana.
",Sangiovese
"This is a lot of a Chianti for under twenty bucks!   Casaloste is a small family farm in the foothills of Tuscany, and they produce just a few thousand cases a year using entirely estate-owned, organic vines in the heart of Chianti Classico.  Think rich savory wild berries and dark cherries, notes of mocha and herbs with nuances of smoke and toast from French barrels.  It has supple, elegant tannins due to the little bit of Merlot, and great acidity from the Sangiovese for a long, focused finish.  Get me some gabagool!
",Sangiovese
"Beautiful, bold, rich expression of Sangiovese for those looking to get into a perfectly priced full-bodied Chianti. This wine gives dark fruit, leather, and some earth on the nose while giving way to red cherry, blackberry, and solid coating tannin. While there is plenty of boldness in this bottle, everything here works together to bring about a pleasing wine experience.
",Sangiovese
"The nose of this wine is perfect, the classic blend of red fruits, savory bouillon and porcini like components accented with bits of Tuscan dust. On the palate the wine is serious it’s big and powerful yet more agile and elegant than pondering, while the tannins are super fine giving it a fine, web-like structure. The wine has just enough plumpness to give you that sensual pleasure, the richness without being heavy and the wine all comes together in a long and lifted finish. Excellent quality with a long life ahead.
",Sangiovese
"I have to give our Brunello customers credit: this is always amongst our most popular Brunelli, and as consistently tasty as it is, I can see why. While Sesta tends to show rich, succulent red fruits, they are even more delectable in a forward, juicy vintage such as 2012. While there is fruit here, and lots of it, there is also sufficient acid balance and structure to see it through some mid-term cellaring. Greg (St Clair, our Italian buyer if you don't know him by now) refers to 2012 as something of a goldilocks vintage, and this wine does indeed taste just right.
",Sangiovese
"I love these user friendly Brunelli's in 2012. Impressive nose, with loads of ripe fruit, this is full-bodied with soft tannin structure, that won’t hurt your teeth. Love the fruit that is an impressive, rich and concentrated. The wine boasts excellent length, with black cherry, leather and a spicy nose with a little Tuscan dust and minerals on the finish. It is drinkable now, with a couple of hours in a decanter, or give this wine time to improve and continues to evolve for another five to ten years. I am thinking a pork roast loin.
",Sangiovese
"Sesta di Sopra is one of the jewels of our Italian department and we're ever grateful that they are part of our direct import family. This tiny estate continues their unbroken string of exceptional Brunellos with the release of their 2012. It's a substantial wine that not only expresses its calcerous soils with pleasant earthy nuances but also exudes rich, deep Sangiovese fruit with fine grained tannins and a perfect dose of acidity. It's a full-bodied red with savory dark and red fruit flavors that coat the palate and continue to a long finish. It ranks among the truly great values of the vintage and it's a Sangiovese we think you'll appreciate as much as we do.
",Sangiovese
"An absolutely delicious wine from an elegant and balanced vintage to decant tonight or lay away.  This is rich and ripe with an earthy nose of baked soil and an intense middle of ripe and savory cherry fruit in a round and approachable style.
",Sangiovese
"My colleagues discovered the wines of this producer several years ago and they have remained customer favorites since. We met up with Gaetano Salvioni in 2016 during our Italian travels and were reminded why. His 2012 Brunello hits all the right notes with wonderful savory red fruit, exotic spices and an overall freshness, depth and length not normally found at this price.
",Sangiovese
"Albatreti is a new find ( Our third vintage for you) to Greg & I and we thought that we must share this with you! You will find a lot of Tuscany in this glass that is ripe and fleshy with cocoa, spice, black fruit and density, full-bodied and broad on the palate with complex layers of earth and some good tannin structure on the finish. This is a wine that is very user friendly now and has the aging potential of 5 to 10 or more years. This is the ideal match for red meats and roasted poultry or just a BIG glass all by itself after a long day from work.
",Sangiovese
"You might have heard that the 2014 vintage was difficult in Chianti and it was, that means producers make less and sometimes declassify wines down into the less specific wines. That's this wine no San Marcellino this year but OMG this wine is outstanding, The nose is full of wild cherries and earth, bits of leather, hints of truffle, spice, it is really amazing. On the palate the wine has richness, structure, balance and shows lots of complexity. It finishes with a well balanced richness, supple and structured, and it drinks really well now. Try it with your next grilled meat.
",Sangiovese
"Here is one our most popular wines from Tuscany! The 2014 reminds me a lot of the 2004 vintage, black cherries, spicy oak, and a touch of earth. In the mouth, the wine is full-bodied, with fine concentration, with well integrated & soft tannins. Enjoy tonight (needs decanting time, an hour or so) and over the next few years.  Two BIG Thumbs up !!!
",Sangiovese
"This excellent 2012 Brunello from Frescobaldi represents a more modern approach to the category and is one of the best examples of the style. It's bigger shouldered and denser in weight than average, which translates to a concentrated palate that's smooth and polished with loads of delicious black fruit flavors. Aging in newer French oak adds a pleasant touch of well-integrated oak as well.
",Sangiovese
"The nose of this wine is plumy, riper, with hints of French oak that give the wine sweetness in the nose followed by an earthy drift that reminds you the wine is from Tuscany. On the palate the wine has a density and richness, full-bodied, shows polished tannins that add to the sleekness of the wine. The flavors are plumy, spicy and show more fruit driven character than earth. The finish is polished, long and has hints of sweet vanillin highlighting the flavors.
",Sangiovese
"The hot, dry 2012 vintage has been bringing us more full bodied, riper Brunellos that are very unique to the vintage. With the use of irrigation, Barbi was able to combat the dry heat and keep the great structure we love from Brunello- making this wine still quite ageable. If enjoying now, I would decant the wine for at least an hour. Right after opening the wine is reserved and retrained but it opens into gorgeous fresh fruit and spicy aromatics.
",Sangiovese
"Barbi has always been one of my favorite of the more classic style Brunello producers and I am especially impressed with their 2012. There's a freshness and vibrancy that shines through some very bright and savory red fruit in this medium-bodied gem. The tannins are ripe, the acidity is balanced and the wine is wonderful now and will drink nicely over the next few years.
",Sangiovese
"This wine is full-bodied wine with some tannin structure and intense fruit (black cherries and plum) and a hint of mineral flavors and was very well-crafted. I would give this a couple hours of decanting and serve with a blackened Tri tip or a pork loin fresh  off the Que.
",Sangiovese
"This wine is gorgeous, Fattoria dei Barbi is one of Montalcino’s classic wines, and for me it defines the “classic” style in Montalcino. The nose is full of a tight wild cherry, plumy swirl interspersed with leather, spice and Tuscan brush that is wildly attractive. On the palate the wine has a density, a smooth muscle power, supple, and where Barbi sometimes comes across a little gritty this vintage shows a bit of sweetness rounding off the edges. The flavors are stunning, so focused, saturated, and really show a great combination of place and vintage while being extraordinarily well balanced. The finish is long, alive and seems to lift in the back end regaling one with that ultra complex Sangiovese wild cherry spice that goes on and on. This wine is remarkably drinkable now yet will age easily up to 20 years from the vintage, I really love this wine.
",Sangiovese
"I pointed out several months ago to Greg St.Clair, our Italian wine buyer, that he was an evil person, imposing horrible buying habits on most of us, including yours truly, at K&L. What drove me to this realization is that for the first time last year, I discovered that I have more Tuscan red wine (mostly Brunello and Rosso di Montalcino) in my wine room than I do Bordeaux. And, it is all his deceitful, conniving fault. He forced me into buying these wines, and, in reality, I am really grateful that he did; I have some incredibly great wines aging in that room. Well, I am adding this classic Antinori Riserva to that collection. Medium-deep ruby in color with dense, thick legs, the nose is opulent and powerful  with red berry fruit driven characteristics, and mosswood, leathery, dusty notes with a touch of mild toastiness. Rich, broad, viscous, and distinctive in the mouth, all these qualities carry over nicely to a wine of incredible complexity, depth, and structure, yet with perfect balance. This Gem refuses to quit on its bright, lush finish. Both Rusty and I absolutely love this Riserva Gem and plan to put several cases in our wine room for future consideration. If you want to try it near-term, decant and air (of course!) for an hour or so, to give it time to really open up. A GREAT LONG-TERM VALUE!!!  …..A K&L WINE MERCHANTS’ DIRECT IMPORT….. ***** 13.5% ABV *****
",Sangiovese
"This wine is for me the embodiment of Old World elegance.  It captures the savory Sangiovese flavors of cherries, raspberries and plum with subtle notes of spices and herbs.  It has a soft earthy texture underlying rich, concentrated fruit and just a touch of acidity.  Very well balanced, structured and, in a word, elegant.
",Sangiovese
"This wine would be a wonderful introduction to the world of Chianti for anyone new to the variety or region. It is a lovely blend of red fruits and mild acidity, with soft tannins, and a lighter than expected mouthfeel. The earthy qualities are in no way overpowering in this wine, but add some structure and depth, which is perfect for someone used to drinking more fruit-forward wines. Because this Chianti is lighter bodied with cherry and raspberry notes predominant, I feel it can easily be enjoyed now with a few hours of decanting.
",Sangiovese
"Tasting this wine was a revelation for me. I had felt in past vintages that Antinori had become too big, that they had lost their way as a top Chianti producer; this wine really shows they’re back on track! The nose is so pure, classic Sangiovese aromatics of wild cherry, earth, leather and a woodsy spice fill your nose. On the palate the wine carries those same aromatics and turns them into lively flavors. As the wine warms in your mouth it builds, opens and expands the spice and leather blossom and adds a complex layer to underscore the wild cherry. This wine is really built for the future; superb balance and structure. I opened mine and decanted it a couple of hours ahead of time and it just exploded. While built for the future it is so well balanced you can drink this wine easily now, as I did with my bottle! Try it with your favorite pasta or as I did with grilled pork chops! Kudos to Antinori for getting this fabulous Chianti Classico back on track!
",Sangiovese
"It's been a while since I've tasted Chianti that balanced the softness of the wild cherry with the savory, meatier flavors this well. Everything about the Antinori Riserva's profile is harmonious and fluid in its flavor. It's equal parts old school and new school, equal parts fruit and leather, equal parts structure and suppleness. It's a complex Chianti, one that expands beyond the simple table wine elements we adore so much and blooms into a more expansive experience. I could drink this with pasta, with a steak, with pork tacos, or just on its own after a long day at work. You can cellar it, or you can decant it and enjoy it now. This is a can-do Chianti.
",Sangiovese
"Fresh cherry, dry earth and savory notes on the nose become integrated and elegant as the wine opens up in the glass. These flavors are complemented on the palate with the polished and light structure of the wine. At first, the ripe fruit is the star of the show but as time progresses the spice really begins to shine. Throughout it all, an underline of classic Sangiovese savoriness gives depth to each sip.
",Sangiovese
"After a long absence from our sales floors, the Villa Antinori Chianti Riserva is back in stock. This iconic label remains one of the benchmark wines for Antinori and we love the 2012. Made from ninety percent Sangiovese and ten percent Cabernet, it boasts a seamless palate of red and black fruit flavors with ample underlying acidity and plenty of length. It's a bit shy when first opened but fleshes out perfectly with proper aeration and there's nothing out of place. Simply delicious.
",Sangiovese
"This is simply beautiful. The opulent, forward fruit that is typical of the year is present, but a firm sense of structure keeps things from going over the top. If that sounds appealing you’ll love this wine. Dark red fruit, flowers, minerals and spices come together beautifully in this Riserva.  Buy a couple, it will keep.
",Sangiovese
"Chocolate covered blueberries, healthy loam, Dr. Pepper, and strawberries on the nose, which all come together harmoniously on the palate. Perfect tannin structure, supportive acidity, and a long and delicate finish. This is a beautifully unique Brunello that is sure to spark a conversation.
",Sangiovese
"This is a bold and vibrant Brunello that will especially appeal to those looking for Sangiovese with ample intensity and length. ""Poggiarelli"" boasts penetrating red and black fruit flavors that carry on to a lengthy finish thanks to some solid acidity. It's aged in medium-sized French barrels yet the oak is perfectly integrated allowing the fruit to shine.
",Sangiovese
"Cortonesi, née La Manella, produces this particular bottling of Brunello from a well regarded site in the Southeast corner of the denominazione. The wine is brawny, salty, savory, black fruited and built, though there is still a quality to the wine that makes you salivate and reach for another glass. I like the style, and with any meat finished with rosemary and sea salt, I imagine I would like it even more. Bravo! A fine Brunello.
",Sangiovese
"I  am Lovin on the 2012 Brunelli, beautifully layered, expressive wine bursting with sweet  ripe strawberries, black cherries intermingled with subtle earth and toasted oak notes, minerals and a hint of bitter chocolate on the on the finish, round and ripe tannins and a long aftertaste and really well sturture. Great for gifts, or the Holiday table.
",Sangiovese
"The nose is full of dark fruit, spiced blackberry, hints of baking spice, and some Tuscan brush. On the palate the wine has real depth of flavor, darker fruits, more saturated flavors then the savory portions sweep forward, wild mushroom, rosemary, coriander. The tannic structure begins to show, fine grain and in balance and supports the supple richness where more wild cherry and blackberry flavors come to the front spiced with bits of savory earth. The wine comes together in the finish showing lots of complexity, a rich mid palate and long balanced finish. I think this is the best wine this winery has made, it comes from a plot in the south eastern portion of Montalcino.
",Sangiovese
"Ardenga may not be well known here in the States but they produce terrific Brunello. Their 2012 captures the best characteristics of the vintage; lush fruit combined with excellent freshness and structure. Ardenga boasts irresistible, concentrated cherry and plum fruit that packs a mid-palate punch and a lengthy finish. Pleasant grippy tannins add another dimension to the overall appeal of this wonderful red from the hills of Montalcino.
",Sangiovese
"The nose of this wine is savory, dried wild cherries, salty plums and hints of leather. On the palate the wine expands, it has a lush, supple feel that caresses the fine grain tannin as it rolls across your tongue. The flavors are true to the nose, showing the savory ripeness, oyster shell, and the word the Italians use macchia, what they call the flavor of the wild scrub; it shows up frequently in Brunello.  The wine is supple, broad and mouth-filling in a gentle way; it shows great length and acidic structure while the tannic structure is exceptionally well integrated, while the dried cherries and dried flowers show up in the final moment of the finish.  Abbadia Ardenga may not be the Brunello producer on the tip of your tongue yet, but as their wines slowly become available in the US you’ll be glad they have finally arrived.
",Sangiovese
"The Tenuta di Sesta Brunello is one of the best, ready-to-drink values in fine reds right now! It’s showing beautiful, concentrated flavors of cranberries, raspberries and plums; orange peel and mint with a smokey savory edge and just a hint of saline.  Incredible complexity, depth and balance for what amounts to a bargain price in the world of Brunellos.
",Sangiovese
"Big wine, little price!!! Do not let the price let you think that this is a lesser wine. This is a Great 2012 Brunelli that will develop over the years. If you open this wine in the next couple of years, give at least four to five hours decanting.
",Sangiovese
"Wild cherry, plum, dried flowers, bits of spice highlight the nose that is forward, direct and persistent. On the palate a textural richness is the first thing you notice, bold, supple yet firm, the tannins are very fine grain and disappear into the background. The wine still has good acidity and freshness with a bit of lift in the finish, while the flavors show more of a savory fruitiness highlighted with bits of citrus and leather.  I’ve been tasting Castello di Romitorio’s wines for decades, and for the first time I was really surprised, their wines used to show lots of wood and that usually is a bit off putting for me, but this vintage was a revelation.
",Sangiovese
"The 2015 vintage in Italy is pretty fabulous and in Montalcino it was really good: warm, dry, sunny and then a couple of late sprinkles to give the vines a bit of water (irrigation is not allowed in Montalcino). I was in Tuscany for the harvest that year and the weather was perfect. Although I didn’t taste atCastelgiocondo, from the properties where I did taste I could tell immediately that it wasan exceptional vintage. The Castelgiocondo “Campo ai Sassi” Rosso di Montalcino (campo ai sassi means field of stones) comes from a series of vineyards planted in 1990 to 2000. The wine had 16 days of fermentation on the skins in stainless steel and then went into a mix of barrels — 80 and 100hl Slavonian oak barrels, and a sizable portion in used French oak barriques. The nose is plummy, with hints of chocolate and spice. On the palate the wine shows a supple richness backed up by some evident tannin. They suggest that you pair the Rosso di Montalcino with an egg-pasta dish such as pappardelle with a rabbit sauce, or in Montalcino the ubiquitous wild boar
",Sangiovese
"For me the wines of La Gerla always manage to showcase a purity and intensity of fruit in an elegant framework and their 2015 Rosso is certainly one of their best yet. It's a real classic aged in large casks which preserves its aromas of dried florals, sandalwood and red fruits. Additionally, this concentrated, mouthwatering Sangiovese is perfectly balanced and will drink nicely now and for several years to come. Pasta, roast pork or cheeses with this one.
",Sangiovese
"This is not only an impressive Rosso but also one of the best 2015s I've tasted. Andrea Cortonesi really captures the vintage with this complex, full-bodied Sangiovese. It's so good, in fact, that it might be mistaken for a great Brunello in a lesser vintage. The Uccelliera Rosso offers concentrated fruit and deftly integrated tannins and acidity. A truly outstanding wine.
",Sangiovese
"Another one of these awesome Rossos that's reinvigorating my interest in Montalcino. Bold savory nose of spice, slightly smokiness, and distinctly old school character without being unapproachable. This is old school in a way that almost anyone could appreciate. It very generous and lively on the palate and finishes long and quite clean considering the striking savory quality on nose. Stupendous stuff, which serious buyers should be trying to buy by the case.
",Sangiovese
"The nose of this wine is smoky, savory, umami driven and reminds me a lot of the aromas from the 2010 vintage and they were heavenly. It isn’t as if there is a lack of fruit it’s just that it’s not that ebullient California fruity forwardness. The fruit in this wine is part of that savory nose it’s just integrated, the wild cherry aromatics are less like a bowl of Jell-O they’re more like that pungent, earthy, aromatic, dried cherries can give, concentrated but not “fruity”. On the palate you sense this is Sangiovese immediately, the long axis that gives wines from Montalcino that great length and lift. There is no sense of sweetness on your tongue but you can feel the movement, that electric vibrancy driving the flavors and the supple texture. The finish is very well balanced, complex and persistent. This is a wine that is really drinkable now, but I always like to decant Sangiovese for an hour or two, it opens an expressive option. This wine will age very well, 10-15 years from the vintage opening, gaining complexity.
",Sangiovese
"Here is an easy to drink Brunello at a great price and perfect for tonight.  This is plush and rounded with gentle depth to the flavors and aromas of ripe cherry fruit, wild flowers, damp soil and tar.  The mineral laced finish is long, fruity and flavorful.
",Sangiovese
"If you are looking for a great Brunello to start drinking while you continue to age those ‘10s, the 2012 Saporoia is showing really nicely.  Flavors of ripe cola berry and plums, hints of violets, mint and black tea, with delicious savory umami and herbal notes.  I love the richness and drinkability afforded by the riper style of Baccinetti and it should age quite nicely over the next few years.
",Sangiovese
"Since so many of our customers are regularly in search of value-priced Brunellos (and we are as well!) we wanted to make mention of Baccinetti's outstanding 2012. Since tasting it over a year ago, this wine is really showing beautifully. It opens with attractive scents of forest berries, dried florals and spice and offers captivating flavors of black cherries and red fruit with ripe tannins and mild acidity that bring it all together. It's a tremendous value Brunello that we highly recommend.
",Sangiovese
"This Brunello is coming from the user friendly vintage of 2012 this ""puppy"" is good to go or I should say drink. This is full-bodied wine with silky and soft caressing tannins and intense fruit (black cherries and plum) with hint of mineral flavors and was very well-crafted. I would give this a couple hours of decanting and serve with a winter’s hearty stew.
",Sangiovese
